Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,C,22,TOR,44,22,23.8,3.2,7.5,0.422,0.4,1.2,0.296,2.8,6.3,0.446,0.446,0.9,1.6,0.557,2.3,4.9,7.2,1.2,0.5,0.6,1,2,7.6
2,Steven Adams\adamsst01,C,28,MEM,52,51,26,2.6,4.9,0.53,0,0,,2.6,4.9,0.53,0.53,1.5,2.6,0.582,4.4,5.1,9.5,3.1,0.9,0.6,1.6,1.8,6.7
3,Bam Adebayo\adebaba01,C,24,MIA,30,30,32.8,6.8,13.2,0.518,0,0.1,0,6.8,13.1,0.522,0.518,4.6,6,0.772,2.7,7.3,10,3.5,1.6,0.6,3,3.2,18.3
4,Santi Aldama\aldamsa01,PF,21,MEM,27,0,10.3,1.4,3.6,0.381,0.1,1.4,0.103,1.2,2.1,0.569,0.402,0.4,0.7,0.6,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1,3.3
5,LaMarcus Aldridge\aldrila01,C,36,BRK,36,11,22.9,5.8,10.4,0.555,0.3,1.1,0.316,5.4,9.3,0.582,0.571,1.6,1.9,0.853,1.5,4.1,5.6,0.9,0.4,1.1,0.9,1.8,13.4
6,Nickeil Alexander-Walker\alexani01,SG,23,NOP,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,2.8,6.5,0.434,0.45,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
7,Grayson Allen\allengr01,SG,26,MIL,46,45,28.2,4.1,9.5,0.428,2.5,6.5,0.394,1.5,3,0.5,0.562,1,1.2,0.857,0.5,2.9,3.5,1.5,0.8,0.3,0.6,1.4,11.7
8,Jarrett Allen\allenja01,C,23,CLE,47,47,32.6,6.6,9.9,0.667,0,0.2,0.1,6.6,9.7,0.679,0.668,3,4.3,0.686,3.6,7.6,11.2,1.8,0.8,1.4,1.8,1.8,16.2
9,Jose Alvarado\alvarjo01,PG,23,NOP,27,1,12.4,1.9,4.4,0.42,0.6,1.8,0.306,1.3,2.6,0.5,0.483,0.5,0.8,0.667,0.3,1,1.3,2,1.1,0.1,0.4,1.4,4.8
10,Justin Anderson\anderju01,SF,28,TOT,6,0,12.8,1,3.2,0.316,0.5,2.5,0.2,0.5,0.7,0.75,0.395,1,1.2,0.857,0.3,1.3,1.7,1.5,0.3,0.2,0.5,1.5,3.5
10,Justin Anderson\anderju01,SF,28,CLE,3,0,15.7,1.3,2.7,0.5,0.7,2,0.333,0.7,0.7,1,0.625,1,1.3,0.75,0,2,2,2,0.3,0,0.7,1.3,4.3
10,Justin Anderson\anderju01,SF,28,IND,3,0,10,0.7,3.7,0.182,0.3,3,0.111,0.3,0.7,0.5,0.227,1,1,1,0.7,0.7,1.3,1,0.3,0.3,0.3,1.7,2.7
11,Kyle Anderson\anderky01,PF,28,MEM,43,8,22.2,3.1,7.2,0.431,0.6,1.8,0.342,2.5,5.5,0.46,0.473,1.1,1.6,0.657,1,4.3,5.3,2.6,1.1,0.6,1,1.5,7.9
12,Giannis Antetokounmpo\antetgi01,PF,27,MIL,46,46,32.6,10,18.4,0.544,1.2,3.9,0.303,8.8,14.6,0.607,0.575,8,11,0.722,1.9,9.4,11.3,6,1,1.4,3.3,3.2,29.2
13,Thanasis Antetokounmpo\antetth01,SF,29,MIL,33,5,10.5,1.2,2.5,0.458,0,0.3,0.091,1.1,2.2,0.514,0.464,0.5,0.7,0.625,0.9,1.4,2.3,0.6,0.4,0.2,0.6,1.7,2.8
14,Carmelo Anthony\anthoca01,PF,37,LAL,50,3,26.5,4.6,10.5,0.437,2.3,5.9,0.392,2.3,4.6,0.496,0.548,2,2.4,0.824,0.8,3.3,4.2,1,0.7,0.8,0.9,2.2,13.4
15,Cole Anthony\anthoco01,PG,21,ORL,42,42,33.2,6,15.4,0.392,2.2,6.6,0.327,3.9,8.8,0.441,0.462,3.5,4.2,0.851,0.6,5.2,5.9,6.1,0.9,0.3,2.8,2.7,17.8
16,OG Anunoby\anunoog01,SF,24,TOR,38,38,37.2,6.9,15.5,0.446,2.5,7,0.358,4.4,8.6,0.517,0.526,2.1,2.8,0.743,1.6,4.2,5.8,2.7,1.6,0.6,1.8,3,18.4
17,Trevor Ariza\arizatr01,SF,36,LAL,18,8,19.4,1.4,3.8,0.362,1.1,3.2,0.333,0.3,0.7,0.5,0.5,0.4,0.6,0.7,0.3,3.1,3.3,1.3,0.6,0.2,0.4,1,4.2
18,D.J. Augustin\augusdj01,PG,34,HOU,34,2,15,1.6,4,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1,1.1,0.868,0.2,1,1.2,2.2,0.3,0,1.3,0.5,5.4
19,Deni Avdija\avdijde01,SF,21,WAS,53,6,22.8,2.7,6.1,0.444,0.8,2.7,0.306,1.9,3.4,0.556,0.512,1.1,1.4,0.747,0.6,4.2,4.9,1.6,0.8,0.6,0.9,2.3,7.3
20,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,,0.1,0.3,0.4,0.6,0,0,0,0,0.3
21,Deandre Ayton\aytonde01,C,23,PHO,33,33,29.3,7,11,0.635,0.1,0.2,0.25,6.9,10.8,0.643,0.637,2,2.8,0.725,2.8,7.6,10.4,1.5,0.8,0.8,1.7,2.3,16.1
22,Udoka Azubuike\azubuud01,C,22,UTA,13,5,11.5,1.8,2.6,0.676,0,0,,1.8,2.6,0.676,0.676,0.3,0.7,0.444,1,3,4,0,0.1,0.8,0.8,1.3,3.8
23,Marvin Bagley III\baglema01,PF,22,SAC,30,17,21.9,3.8,8.2,0.463,0.5,2.1,0.242,3.3,6.1,0.538,0.494,1.2,1.6,0.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3
24,LaMelo Ball\ballla01,PG,20,CHO,49,49,32.4,7.1,16.8,0.423,2.6,7.1,0.361,4.5,9.7,0.468,0.499,3,3.5,0.865,1.6,5.5,7.1,7.5,1.6,0.4,3.1,3.1,19.8
25,Lonzo Ball\balllo01,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13
26,Mo Bamba\bambamo01,C,23,ORL,45,43,26.2,4,8.5,0.47,1.3,3.7,0.343,2.7,4.8,0.567,0.545,0.8,1.1,0.792,2.1,5.9,8,1.3,0.6,1.9,1.3,2.6,10.1
27,Desmond Bane\banede01,SF,23,MEM,52,52,30.1,6.6,14.4,0.459,2.8,6.9,0.408,3.8,7.5,0.505,0.556,1.5,1.7,0.897,0.6,3.9,4.4,2.5,1.1,0.5,1.5,2.4,17.5
28,Dalano Banton\bantoda01,SF,22,TOR,43,1,11.7,1.4,3.5,0.403,0.3,0.9,0.289,1.1,2.6,0.441,0.44,0.4,0.7,0.643,0.6,1.6,2.2,1.6,0.5,0.2,1,1.2,3.5
29,Cat Barber\barbeca01,PG,27,ATL,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0
30,Harrison Barnes\barneha02,PF,29,SAC,52,52,33.8,5.2,11.3,0.462,2,4.9,0.412,3.2,6.3,0.502,0.553,4.7,5.6,0.829,1.1,5,6.1,2.5,0.7,0.2,1.6,1.3,17.1
31,Scottie Barnes\barnesc01,PF,20,TOR,45,45,36,5.8,12.3,0.475,0.9,2.7,0.325,5,9.6,0.516,0.51,2.3,3.1,0.741,2.5,5.1,7.7,3.4,1,0.8,1.9,2.8,14.8
32,RJ Barrett\barrerj01,SF,21,NYK,48,48,33.1,6.4,15.5,0.412,2,5.6,0.354,4.4,9.8,0.445,0.476,3.2,4.6,0.695,0.9,4.8,5.7,2.6,0.5,0.3,2,2,18
33,Will Barton\bartowi01,SG,31,DEN,47,47,32.6,5.9,13.4,0.444,2.3,6.2,0.375,3.6,7.1,0.504,0.532,1.3,1.7,0.778,0.7,4.3,5,4.1,0.9,0.5,1.9,1.6,15.6
34,Paris Bass\basspa01,SF,26,PHO,2,0,3.5,1,3,0.333,0,1,0,1,2,0.5,0.333,1,1,1,1,1,2,0,0.5,0,1,1,3
35,Charles Bassey\bassech01,PF,21,PHI,22,0,7.3,1.3,2,0.651,0,0.2,0,1.3,1.8,0.718,0.651,0.4,0.5,0.727,0.9,1.8,2.7,0.3,0.2,0.8,0.4,1.4,2.9
36,Keita Bates-Diop\bateske01,SF,26,SAS,42,12,16.7,2.2,4.4,0.5,0.3,1,0.333,1.9,3.4,0.549,0.538,0.7,1,0.69,1.1,3,4,0.6,0.5,0.3,0.7,1,5.4
37,Nicolas Batum\batumni01,PF,33,LAC,35,30,24.9,3.2,6.6,0.483,1.9,4.8,0.405,1.3,1.8,0.688,0.629,0.5,0.7,0.667,0.5,4,4.4,1.6,1,0.7,0.8,1.5,8.8
38,Kent Bazemore\bazemke01,SF,32,LAL,31,14,14.7,1.3,3.8,0.328,0.7,2.1,0.354,0.5,1.7,0.296,0.424,0.4,0.5,0.765,0.3,1.5,1.7,0.9,0.6,0.2,0.3,1.8,3.7
39,Darius Bazley\bazleda01,PF,21,OKC,49,33,26.7,3.5,8.7,0.401,1,3.5,0.292,2.4,5.2,0.474,0.46,1.6,2.3,0.685,1.1,5.3,6.4,1.2,0.8,1.1,1.4,1,9.5
40,Bradley Beal\bealbr01,SG,28,WAS,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
41,Malik Beasley\beaslma01,SG,25,MIN,55,10,25.8,4.4,11.6,0.38,3,8.3,0.358,1.4,3.3,0.434,0.508,0.5,0.7,0.75,0.4,2.7,3,1.5,0.5,0.1,0.7,1.2,12.3
42,Jordan Bell\belljo01,C,27,CHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0
43,DeAndre' Bembry\bembrde01,SF,27,BRK,48,20,19.8,2.5,4.4,0.568,0.3,0.8,0.417,2.2,3.7,0.599,0.603,0.4,0.7,0.6,0.8,2.4,3.2,1.3,1,0.5,0.6,2.2,5.8
44,Dāvis Bertāns\bertada01,PF,29,WAS,34,0,14.7,1.8,5,0.351,1.4,4.2,0.319,0.4,0.8,0.519,0.485,0.8,0.9,0.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7
45,Patrick Beverley\beverpa01,PG,33,MIN,36,32,25.9,3.1,7.7,0.406,1.3,4,0.333,1.8,3.7,0.485,0.493,1.3,1.9,0.706,1.1,3.4,4.5,5,1.1,0.9,1.1,2.9,8.9
46,Saddiq Bey\beysa01,SF,22,DET,54,54,33.5,5.3,14,0.381,2.5,7.4,0.338,2.9,6.6,0.43,0.47,2.4,2.9,0.827,1.3,4.4,5.7,2.7,0.9,0.2,1.3,1.7,15.5
47,Khem Birch\birchkh01,C,29,TOR,27,7,18.8,1.9,3.9,0.481,0,0.3,0,1.9,3.6,0.52,0.481,1.2,1.6,0.75,2.4,2.3,4.6,1.1,0.7,0.4,0.6,1.6,5
48,Goga Bitadze\bitadgo01,C,22,IND,32,5,11.2,1.8,4.1,0.443,0.3,1.4,0.178,1.6,2.7,0.581,0.473,0.9,1.4,0.63,1.4,1.5,2.8,0.6,0.4,0.7,0.8,1.7,4.8
49,Bismack Biyombo\biyombi01,C,29,PHO,15,3,19.3,3.6,5.9,0.607,0,0,,3.6,5.9,0.607,0.607,1.7,3.1,0.553,2.9,4,6.9,0.9,0.6,0.9,0.8,2.1,8.9
50,Nemanja Bjelica\bjeline01,C,33,GSW,49,0,15.4,2.3,5.2,0.453,0.8,2.4,0.342,1.5,2.8,0.547,0.531,0.9,1.3,0.71,0.9,3.2,4.1,1.8,0.6,0.3,1.2,1.6,6.4
51,Eric Bledsoe\bledser01,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
52,Keljin Blevins\blevike01,SF,26,POR,12,0,6.1,0.8,1.9,0.391,0.5,1.2,0.429,0.3,0.8,0.333,0.522,0,0.2,0,0.2,0.5,0.7,0.3,0,0,0.5,0.4,2
53,Bogdan Bogdanović\bogdabo01,SG,29,ATL,36,26,28.5,4.6,10.9,0.417,2.4,6.5,0.363,2.2,4.4,0.497,0.525,1,1.3,0.8,0.3,3.4,3.8,2.9,0.8,0.2,1.1,2,12.5
54,Bojan Bogdanović\bogdabo02,PF,32,UTA,53,53,31,6.1,13.4,0.459,2.4,6.4,0.382,3.7,7,0.53,0.55,3.3,3.8,0.871,0.8,3.5,4.4,1.7,0.5,0,1.6,1.7,18
55,Bol Bol\bolbo01,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
56,Leandro Bolmaro\bolmale01,SF,21,MIN,25,2,7.5,0.4,1.3,0.281,0.1,0.5,0.167,0.3,0.8,0.35,0.313,0.3,0.4,0.889,0.6,0.8,1.4,0.4,0.2,0,0.5,0.8,1.1
57,Isaac Bonga\bongais01,SF,22,TOR,13,0,5.1,0.2,1,0.231,0.1,0.3,0.25,0.2,0.7,0.222,0.269,0.3,0.5,0.667,0.3,0.2,0.5,0.2,0.5,0.2,0.2,0.8,0.8
58,Devin Booker\bookede01,SG,25,PHO,47,47,34,9.3,20.8,0.45,2.7,7.1,0.373,6.7,13.6,0.49,0.514,4.3,5.1,0.857,0.8,4.5,5.3,4.3,1,0.3,2.4,2.5,25.7
59,Brandon Boston Jr.\bostobr01,SG,20,LAC,39,0,15.5,2.4,6.6,0.363,0.7,2.3,0.289,1.7,4.3,0.404,0.414,1.2,1.4,0.855,0.3,2,2.4,0.9,0.5,0.3,0.7,0.9,6.6
60,Chris Boucher\bouchch01,PF,29,TOR,51,8,20.2,3.2,7,0.461,0.8,2.7,0.279,2.5,4.3,0.578,0.515,1.8,2.4,0.767,2.1,3.8,5.9,0.4,0.7,1.1,0.6,2.2,9
61,James Bouknight\bouknja01,SG,21,CHO,25,0,10,1.7,4.6,0.368,0.6,1.6,0.341,1.1,2.9,0.384,0.43,0.9,1.1,0.852,0.7,0.8,1.5,0.8,0.2,0,0.4,0.9,4.8
62,Avery Bradley\bradlav01,SG,31,LAL,48,41,23.7,2.5,6.1,0.41,1.4,3.6,0.376,1.1,2.5,0.458,0.52,0.3,0.3,0.857,0.5,1.8,2.3,0.8,0.9,0.2,0.7,1.9,6.6
63,Tony Bradley\bradlto01,C,24,CHI,41,7,11.6,1.5,2.6,0.581,0,0,,1.5,2.6,0.581,0.581,0.3,0.5,0.7,1.3,2.5,3.8,0.5,0.2,0.7,0.6,1.3,3.3
64,Ignas Brazdeikis\brazdig01,SF,23,ORL,25,0,9.1,1,2.8,0.366,0.4,1.3,0.303,0.6,1.5,0.421,0.437,0.4,0.5,0.75,0.4,1,1.4,0.8,0.2,0,0.3,1,2.8
65,Mikal Bridges\bridgmi01,SF,25,PHO,54,54,34.8,5.2,10,0.522,1.4,3.8,0.369,3.8,6.2,0.615,0.592,1.3,1.5,0.875,1,3.3,4.3,2.2,1.2,0.5,0.8,1.9,13.1
66,Miles Bridges\bridgmi02,PF,23,CHO,54,54,35.9,7.4,15.3,0.485,1.8,5.9,0.31,5.6,9.4,0.593,0.544,3.2,4,0.797,1.2,6,7.1,3.6,1.1,0.9,1.8,2.6,19.8
67,Oshae Brissett\brissos01,SF,23,IND,43,1,19.1,2.2,5.5,0.403,0.8,2.5,0.333,1.4,3,0.462,0.479,1.1,1.7,0.658,1.3,3.1,4.4,0.7,0.6,0.3,0.7,1.4,6.4
68,Malcolm Brogdon\brogdma01,PG,29,IND,28,28,33.4,6.6,14.7,0.448,1.6,5.4,0.307,4.9,9.3,0.529,0.504,3.8,4.4,0.861,0.9,4.3,5.1,5.9,0.9,0.4,2.2,2,18.5
69,Armoni Brooks\brookar01,SG,23,HOU,41,8,16.8,2.1,6.1,0.347,1.6,5.2,0.3,0.6,0.9,0.605,0.474,0.4,0.5,0.842,0.3,1.7,2,1.2,0.5,0.2,0.6,1.5,6.2
70,Dillon Brooks\brookdi01,SF,26,MEM,21,20,28,6.9,16.2,0.426,1.6,4.8,0.327,5.3,11.4,0.469,0.475,3,3.4,0.889,0.8,2.5,3.3,2.7,1.3,0.2,1.8,3.3,18.4
71,Bruce Brown\brownbr01,SF,25,BRK,45,19,20.5,2.6,5.4,0.477,0.2,0.8,0.297,2.3,4.5,0.51,0.5,0.7,0.9,0.738,1.2,3,4.3,1.2,0.9,0.5,0.7,2.4,6
72,Charlie Brown Jr.\brownch02,SG,24,TOT,17,2,9.8,0.5,2.1,0.25,0.1,0.7,0.083,0.5,1.4,0.333,0.264,0.4,0.5,0.875,0.8,1,1.8,0.3,0.5,0.2,0.3,1.1,1.5
72,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,5,0.3,1.7,0.2,0,1,0,0.3,0.7,0.5,0.2,0,0,,0,0.3,0.3,0.3,0.7,0.3,0,0.7,0.7
72,Charlie Brown Jr.\brownch02,SG,24,PHI,14,2,10.8,0.6,2.2,0.258,0.1,0.6,0.111,0.5,1.6,0.318,0.274,0.5,0.6,0.875,1,1.1,2.1,0.3,0.5,0.2,0.4,1.1,1.7
73,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,20.8,2,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1,1.2,0.833,0.2,3,3.2,0.8,0.4,0,0.2,1.4,6.2
73,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,10.5,0.5,3.5,0.143,0,1.5,0,0.5,2,0.25,0.143,0,0,,0,1,1,0,0,0,0.5,0,1
73,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,27.7,3,8.3,0.36,2,5,0.4,1,3.3,0.3,0.48,1.7,2,0.833,0.3,4.3,4.7,1.3,0.7,0,0,2.3,9.7
74,Greg Brown III\browngr01,SF,20,POR,25,0,6.9,1.3,2.8,0.457,0.2,0.8,0.211,1.1,2,0.549,0.486,0.7,1.1,0.607,0.6,1.1,1.8,0.2,0.2,0.3,0.4,0.8,3.4
75,Jaylen Brown\brownja02,SF,25,BOS,42,42,34.2,8.7,18.9,0.461,2.7,7.6,0.349,6,11.3,0.537,0.531,3.8,4.8,0.783,0.8,5.7,6.5,3.2,1.1,0.4,2.9,2.6,23.9
76,Moses Brown\brownmo01,C,22,DAL,26,1,6.5,1,1.9,0.54,0,0,,1,1.9,0.54,0.54,1,1.7,0.628,0.6,1.7,2.3,0,0.1,0.3,0.5,1.1,3.1
77,Sterling Brown\brownst02,SG,26,DAL,36,3,14.3,1.4,3.6,0.398,0.8,2.2,0.342,0.7,1.4,0.49,0.504,0.3,0.3,0.909,0.6,2.9,3.5,0.8,0.3,0.1,0.6,1.2,3.9
78,Troy Brown Jr.\browntr01,SF,22,CHI,44,5,17.8,1.8,4.3,0.431,0.7,2.1,0.352,1.1,2.2,0.505,0.516,0.4,0.6,0.76,0.7,2.6,3.3,1.2,0.6,0.1,0.5,1.1,4.8
79,Jalen Brunson\brunsja01,PG,25,DAL,54,36,31.6,6.5,12.8,0.507,1.1,3,0.354,5.4,9.8,0.554,0.549,2.1,2.5,0.81,0.6,3.3,3.8,5.5,0.9,0.1,1.7,1.9,16.1
