Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
288,Jemerrio Jones\jonesje01,SF,26,LAL,2,0,7.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0.5,0,0,1,2
289,Kai Jones\joneska01,C,21,CHO,16,0,2.9,0.4,0.6,0.667,0.1,0.1,0.5,0.3,0.4,0.714,0.722,0.1,0.3,0.25,0.1,0.4,0.5,0.3,0,0,0.3,0.3,0.9
290,Mason Jones\jonesma05,SG,23,LAL,2,0,4.5,1,4,0.25,0,1,0,1,3,0.333,0.25,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,2.5
291,Tre Jones\jonestr01,PG,22,SAS,43,4,13.4,2,4,0.5,0.1,0.4,0.158,1.9,3.5,0.543,0.509,0.8,0.9,0.895,0.4,1.4,1.8,2.3,0.4,0,0.6,0.9,4.8
292,Tyus Jones\jonesty01,PG,25,MEM,49,13,20.6,3.2,6.9,0.463,0.9,2.5,0.366,2.3,4.4,0.519,0.529,0.7,0.8,0.875,0.3,2.3,2.6,4.1,0.9,0,0.7,0.4,8
293,DeAndre Jordan\jordade01,C,33,LAL,31,19,12.9,1.9,2.8,0.67,0,0,,1.9,2.8,0.67,0.67,0.4,0.8,0.48,1.6,3.9,5.5,0.4,0.3,0.8,0.6,1.6,4.2
294,Cory Joseph\josepco01,PG,30,DET,43,17,24,2.9,6.3,0.458,1,2.4,0.437,1.8,3.9,0.47,0.541,1.6,1.8,0.848,0.4,2,2.4,3.8,0.7,0.3,1.5,2.1,8.4
295,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1,0.444,0.4,0.4,0.9,0,0.1,0.1,0.4,0.9,1.8
296,Frank Kaminsky\kaminfr01,C,28,PHO,9,0,20.1,4,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
297,Luke Kennard\kennalu01,SG,25,LAC,46,10,28.1,4.1,9.3,0.436,2.7,6.2,0.43,1.4,3.1,0.448,0.579,1,1.1,0.882,0.2,3.3,3.6,2.2,0.6,0.1,0.8,1.6,11.8
298,Braxton Key\keybr01,SF,24,PHI,2,0,3,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,0.5,1,0.5,0.5,0,1,0.5,1
299,George King\kingge03,SF,28,DAL,4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3
300,Louis King\kinglo02,SF,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2,0.35,0.404,0.7,1,0.7,0,1.2,1.2,0.9,0.2,0.1,0,1.4,4.5
301,Corey Kispert\kispeco01,SF,22,WAS,48,7,18.5,2.3,5.2,0.436,0.9,3,0.317,1.3,2.3,0.593,0.526,0.8,0.9,0.878,0.6,1.8,2.4,0.9,0.3,0.3,0.4,0.9,6.2
302,Maxi Kleber\klebima01,PF,30,DAL,38,20,25.1,2.6,6.1,0.424,1.7,4.5,0.374,0.9,1.6,0.567,0.563,0.7,0.9,0.771,1.1,4.8,5.9,1.1,0.5,1,0.7,2.3,7.6
303,Brandon Knight\knighbr03,PG,30,DAL,3,0,18,3,6.7,0.45,1.3,4.3,0.308,1.7,2.3,0.714,0.55,2.7,2.7,1,0,2.3,2.3,2.7,0.3,0,1.3,1.7,10
304,Nathan Knight\knighna01,PF,24,MIN,28,2,6.9,1,2,0.482,0.1,0.3,0.25,0.9,1.7,0.521,0.5,1.1,1.6,0.711,0.8,1.3,2.1,0.5,0.1,0.3,0.4,1,3.1
305,Kevin Knox\knoxke01,SF,22,TOT,19,0,8.1,1.1,2.9,0.364,0.6,2,0.289,0.5,0.9,0.529,0.464,0.4,0.5,0.7,0.4,1.1,1.5,0.3,0.2,0.1,0.4,0.4,3.1
305,Kevin Knox\knoxke01,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
305,Kevin Knox\knoxke01,SF,22,ATL,6,0,7,0.8,2.5,0.333,0.2,1.7,0.1,0.7,0.8,0.8,0.367,0,0,,0,1.2,1.2,0.5,0.2,0,0.3,0.5,1.8
306,John Konchar\konchjo01,SG,25,MEM,48,6,18.4,1.8,3.6,0.506,0.7,1.7,0.422,1.1,1.9,0.584,0.608,0.4,0.7,0.606,1.2,3.3,4.4,1.5,0.7,0.3,0.4,1.3,4.8
307,Furkan Korkmaz\korkmfu01,SG,24,PHI,47,17,24,3.2,8.2,0.39,1.3,4.6,0.287,1.9,3.6,0.52,0.47,1.2,1.4,0.838,0.3,2.7,3,2.4,0.6,0.1,0.8,1,9
308,Luke Kornet\kornelu01,C,26,TOT,3,0,6,0.3,2,0.167,0,0.3,0,0.3,1.7,0.2,0.167,0.7,1,0.667,1,0.3,1.3,0.3,0,0.3,0,0.7,1.3
308,Luke Kornet\kornelu01,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0,0.5,0,0.5,2,0.25,0.2,1,1.5,0.667,1,0.5,1.5,0.5,0,0.5,0,0.5,2
308,Luke Kornet\kornelu01,C,26,MIL,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,1,0
309,Vit Krejci\krejcvi01,SG,21,OKC,3,0,3,0,0.7,0,0,0.7,0,0,0,,0,0.7,0.7,1,0,1,1,0,0,0,0.3,0,0.7
310,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
311,Jonathan Kuminga\kuminjo01,SF,19,GSW,43,4,13.2,2.7,5.5,0.489,0.6,1.8,0.304,2.1,3.6,0.583,0.54,1.5,2.3,0.636,0.6,2,2.6,0.7,0.3,0.2,0.9,1.7,7.4
312,Kyle Kuzma\kuzmaky01,PF,26,WAS,50,50,32.9,6,13.3,0.456,1.8,5.5,0.335,4.2,7.8,0.541,0.525,2.2,3.2,0.692,1.1,7.5,8.7,2.8,0.7,0.9,2.2,1.8,16.1
313,Anthony Lamb\lamban01,SF,24,SAS,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0
314,Jeremy Lamb\lambje01,SF-SG,29,TOT,40,0,16.1,2.2,6,0.372,1.1,3.1,0.336,1.2,2.9,0.412,0.46,1.8,2.1,0.843,0.4,2.1,2.5,1.4,0.6,0.4,0.6,1.1,7.3
314,Jeremy Lamb\lambje01,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1,3,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2,2.4,1.3,0.6,0.4,0.6,1.1,7.1
314,Jeremy Lamb\lambje01,SG,29,SAC,1,0,31,4,11,0.364,3,8,0.375,1,3,0.333,0.5,3,3,1,0,6,6,5,0,2,1,1,14
315,Jock Landale\landajo01,C,26,SAS,34,1,10.1,1.7,3.4,0.496,0.6,1.5,0.365,1.1,1.9,0.6,0.577,0.6,0.7,0.87,1.1,1.1,2.3,0.9,0.2,0.4,0.6,0.9,4.6
316,Romeo Langford\langfro01,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1,4.7
317,Zach LaVine\lavinza01,SF,26,CHI,46,46,34.5,8.8,18.2,0.484,2.9,7.2,0.404,5.9,11,0.536,0.564,4.3,4.9,0.876,0.3,4.6,4.9,4.4,0.6,0.4,2.7,1.7,24.9
318,Jake Layman\laymaja01,SF,27,MIN,23,1,7.3,0.8,2.1,0.367,0.2,1.1,0.154,0.6,1,0.609,0.408,0.3,0.3,0.75,0.2,0.9,1,0.3,0.3,0.2,0.3,0.4,2
319,Damion Lee\leeda03,SG,29,GSW,44,3,20.5,2.9,6.5,0.451,1.2,3.2,0.366,1.7,3.2,0.535,0.542,0.9,1.1,0.851,0.4,2.7,3.1,0.9,0.7,0.1,0.7,1.4,7.9
320,Saben Lee\leesa01,PG,22,DET,27,0,14.9,1.7,4.5,0.38,0.4,1.6,0.273,1.3,2.9,0.442,0.43,1.2,1.6,0.767,0.4,2.1,2.4,2.4,0.9,0.4,0.9,0.9,5.1
321,Alex Len\lenal01,C,28,SAC,33,9,16.9,2.5,4.7,0.529,0.2,0.6,0.316,2.3,4.1,0.559,0.548,1.1,1.7,0.643,1.5,3.2,4.6,1.2,0.4,0.8,1.2,2.7,6.2
322,Caris LeVert\leverca01,SG,27,TOT,40,39,31.1,7.1,15.8,0.445,1.6,4.8,0.323,5.5,11,0.499,0.494,2.8,3.7,0.764,0.8,3,3.8,4.4,0.9,0.5,1.9,2.3,18.5
322,Caris LeVert\leverca01,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7
322,Caris LeVert\leverca01,SG,27,CLE,1,0,28,4,11,0.364,1,3,0.333,3,8,0.375,0.409,2,2,1,0,1,1,2,1,0,0,2,11
323,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2,0.5,0,1.1,0.7,5.9
324,Scottie Lewis\lewissc01,SG,21,CHO,2,0,3.5,0,0,,0,0,,0,0,,,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0.5
325,Damian Lillard\lillada01,PG,31,POR,29,29,36.4,7.7,19,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24
326,Nassir Little\littlna01,SF,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1,2,9.8
327,Isaiah Livers\liveris01,SF,23,DET,1,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,1,1,1,1,0
328,Kevon Looney\looneke01,C,25,GSW,55,55,21.3,2.6,4.7,0.55,0,0,0,2.6,4.7,0.553,0.55,1.1,1.6,0.663,2.8,4.8,7.6,1.7,0.6,0.7,1,2.7,6.2
329,Brook Lopez\lopezbr01,C,33,MIL,1,1,28,3,9,0.333,2,4,0.5,1,5,0.2,0.444,0,0,,2,3,5,0,1,3,0,3,8
330,Robin Lopez\lopezro01,C,33,ORL,25,9,17.8,3.6,6.3,0.576,0.1,0.2,0.4,3.6,6.1,0.582,0.582,0.8,1.4,0.588,2.2,1.6,3.8,1.7,0,0.6,1.3,2,8.2
331,Didi Louzada\louzama01,SF,22,NOP,2,0,3.5,0,1.5,0,0,1.5,0,0,0,,0,0,0,,1,0,1,0.5,0,0,0,0,0
332,Kevin Love\loveke01,PF,33,CLE,47,2,22.3,4.6,10.7,0.427,2.5,6.4,0.393,2.1,4.3,0.478,0.545,2.8,3.2,0.855,1.2,6.3,7.5,2.2,0.4,0.2,1.3,1.1,14.4
333,Kyle Lowry\lowryky01,PG,35,MIA,42,42,33.8,4.3,10.4,0.416,2.1,6.1,0.337,2.2,4.2,0.531,0.516,2.3,2.7,0.85,0.6,3.8,4.4,8,1.1,0.4,3,2.7,13
334,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,34,12,13,1.4,3.6,0.387,0.9,2.5,0.36,0.5,1.1,0.447,0.512,0.5,0.6,0.85,0.2,1.1,1.4,0.8,0.4,0.1,0.4,1.4,4.2
335,Trey Lyles\lylestr01,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4
336,Théo Maledon\maledth01,PG,20,OKC,28,0,13.8,1.2,3.8,0.318,0.4,2,0.218,0.8,1.9,0.423,0.374,1,1.2,0.848,0.3,1.3,1.6,1.1,0.4,0.1,0.8,1.1,3.9
337,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,30,2,9.8,1.2,2.7,0.439,0.5,1.3,0.385,0.7,1.4,0.488,0.53,0.3,0.4,0.75,0.9,1,1.9,0.5,0.2,0.2,0.3,0.6,3.2
338,Terance Mann\mannte01,SF,25,LAC,55,20,28.5,3.9,8.1,0.474,1,2.7,0.358,2.9,5.4,0.534,0.535,1.3,1.7,0.758,1.3,3.8,5.1,2.3,0.6,0.1,1,2.2,10
339,Tre Mann\manntr01,PG,20,OKC,41,9,19.3,2.9,7.8,0.377,1.3,3.6,0.363,1.6,4.2,0.39,0.461,0.8,1.1,0.733,0.3,1.9,2.2,1,0.7,0.2,0.9,1.7,8
340,Boban Marjanović\marjabo01,C,33,DAL,17,0,5.8,2.1,3.4,0.632,0.1,0.2,0.333,2.1,3.2,0.648,0.64,0.5,0.9,0.5,0.4,1.4,1.8,0.1,0,0.1,0.6,1.2,4.8
341,Lauri Markkanen\markkla01,PF,24,CLE,38,38,30.2,4.9,11.3,0.436,2,5.9,0.342,2.9,5.4,0.539,0.526,1.7,1.9,0.863,1.1,4.2,5.3,1.5,0.8,0.6,0.8,1.8,13.6
342,Naji Marshall\marshna01,SF,24,NOP,29,0,9.8,1.2,3.3,0.358,0.2,1.3,0.158,1,2,0.491,0.389,1,1.2,0.857,0.5,1.7,2.2,0.8,0.4,0.1,0.8,1,3.6
343,Caleb Martin\martica02,SF,26,MIA,44,10,22.9,3.7,7.2,0.506,1,2.6,0.379,2.7,4.6,0.579,0.575,1.2,1.6,0.739,1.3,2.7,4,1,1,0.5,0.8,1.6,9.5
344,Cody Martin\martico01,SF,26,CHO,49,11,27.2,2.9,6.5,0.454,1,2.4,0.41,2,4.1,0.48,0.53,1.1,1.7,0.671,1.2,3,4.2,2.6,1.3,0.5,0.9,1.7,8
345,Kelan Martin\martike03,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2,0.8,0.5,0.3,0.5,1.3,6.3
346,Kenyon Martin Jr.\martike04,SF,21,HOU,51,0,19.6,3.4,6.4,0.525,0.5,1.8,0.29,2.8,4.6,0.618,0.566,1.1,1.7,0.635,1.1,2.8,3.9,1.4,0.5,0.5,0.7,1.3,8.3
347,Garrison Mathews\mathega01,SG,25,HOU,37,17,27.4,3.3,7.9,0.412,2.5,6.6,0.377,0.8,1.4,0.58,0.568,2.6,3.1,0.819,0.5,2.9,3.4,1.1,0.7,0.4,0.6,2.9,11.6
348,Dakota Mathias\mathida01,SG,26,MEM,6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,0.2,0.2,0,0,0.2,1
349,Wesley Matthews\matthwe02,SG,35,MIL,27,6,19.4,1.9,4.7,0.413,1.1,3.3,0.344,0.8,1.3,0.583,0.536,0.2,0.4,0.6,0.6,1.4,2,0.7,0.4,0.2,0.4,1.9,5.2
350,Tyrese Maxey\maxeyty01,PG,21,PHI,47,46,35.8,6.4,13.5,0.471,1.4,3.5,0.398,5,10,0.497,0.523,2.7,3.1,0.871,0.4,3.2,3.6,4.8,0.7,0.6,1.2,2.1,16.9
351,Skylar Mays\mayssk01,SG,24,ATL,21,5,9.4,1.5,2.9,0.517,0.4,1.2,0.32,1.1,1.7,0.657,0.583,0.4,0.4,0.889,0.2,1,1.2,0.8,0.3,0,0.4,0.3,3.7
352,Miles McBride\mcbrimi01,PG,21,NYK,21,2,7.2,0.7,2.8,0.259,0.2,1.5,0.161,0.5,1.3,0.37,0.302,0.1,0.2,0.75,0.1,0.7,0.8,1.1,0.4,0,0.1,0.7,1.8
353,Mac McClung\mccluma01,PG,23,CHI,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,2
354,CJ McCollum\mccolcj01,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8,0.384,5,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1,0.6,1.9,2.1,20.5
355,T.J. McConnell\mccontj01,PG,29,IND,24,6,24.2,3.8,7.5,0.503,0.3,1,0.28,3.5,6.5,0.538,0.522,0.5,0.6,0.8,0.8,2.5,3.3,4.8,1,0.4,1.2,1.8,8.4
356,Jaden McDaniels\mcdanja02,PF,21,MIN,52,24,26,3.4,7.7,0.438,1.1,3.5,0.308,2.3,4.2,0.545,0.507,0.7,0.8,0.773,1.2,3.1,4.3,1.2,0.8,0.7,1,3.3,8.5
357,Jalen McDaniels\mcdanja01,SF,24,CHO,39,2,17.6,2.5,5.1,0.492,0.8,2.2,0.372,1.7,2.8,0.586,0.574,0.8,1.2,0.674,0.7,2.7,3.5,1.1,0.5,0.4,0.8,1.8,6.6
358,Doug McDermott\mcderdo01,PF,30,SAS,39,39,24.4,4.4,9.5,0.465,2.2,5.2,0.429,2.2,4.3,0.509,0.582,0.5,0.7,0.704,0.4,2.1,2.5,1.2,0.2,0.1,0.8,1.6,11.5
359,JaVale McGee\mcgeeja01,C,34,PHO,48,14,16.3,4.3,6.5,0.658,0,0.1,0.4,4.2,6.4,0.662,0.661,1.5,2.1,0.68,2.4,4.6,7.1,0.7,0.3,1,1.4,2.5,10
360,Cameron McGriff\mcgrica01,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2,0.333,1,2.7,0.375,0.429,0.7,0.7,1,2,3,5,1,0,0.3,0,2.3,4.7
361,Rodney McGruder\mcgruro01,SG,30,DET,29,1,13.3,1.6,3.6,0.433,0.8,2.1,0.393,0.7,1.5,0.488,0.548,0.3,0.5,0.714,0.6,1.4,2,0.8,0.4,0.1,0.4,1,4.3
362,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5
363,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0,0,0.5,0,0,0,0.3,0
364,Jordan McLaughlin\mclaujo01,PG,25,MIN,37,3,12.2,1.1,2.9,0.383,0.2,1.1,0.2,0.9,1.8,0.493,0.421,0.5,0.7,0.741,0.2,1.1,1.3,2.8,0.7,0.1,0.5,0.5,3
365,Ben McLemore\mclembe01,SG,28,POR,39,6,18.3,3,7.6,0.392,2.3,6.1,0.378,0.7,1.5,0.448,0.544,0.6,0.8,0.781,0.3,1.2,1.5,0.8,0.4,0.1,0.7,1.4,8.9
366,De'Anthony Melton\meltode01,SG,23,MEM,47,13,22.9,3.6,9.4,0.384,1.6,4.8,0.335,2,4.6,0.435,0.469,1,1.5,0.69,1,3.5,4.5,2.7,1.6,0.6,1.4,1.8,9.8
367,Sam Merrill\merrisa01,SG,25,MEM,6,0,9.7,1.3,4,0.333,1.2,3.8,0.304,0.2,0.2,1,0.479,0.3,0.7,0.5,0.2,1,1.2,0.7,0,0,0.3,0.5,4.2
368,Chimezie Metu\metuch01,C,24,SAC,39,20,22.5,3.5,8.1,0.433,0.9,3.4,0.271,2.6,4.6,0.552,0.49,1.1,1.4,0.732,0.6,5.3,5.9,1.1,0.9,0.6,1,1.5,8.9
369,Khris Middleton\middlkh01,SF,30,MIL,44,44,31.9,6.6,15,0.442,2.4,6.3,0.377,4.3,8.7,0.488,0.52,3.9,4.4,0.881,0.7,4.9,5.6,5.3,1.3,0.3,3,2.5,19.5
370,C.J. Miles\milescj01,SG,34,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
371,Patty Mills\millspa02,PG,33,BRK,53,36,30.8,4.8,11.1,0.434,3.3,7.7,0.424,1.5,3.4,0.456,0.581,0.7,0.8,0.884,0.2,1.9,2.2,2.5,0.7,0.3,0.9,1.4,13.6
372,Paul Millsap\millspa01,PF,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1,0.2,0.5,0.5,2,3.4
373,Shake Milton\miltosh01,PG,25,PHI,27,6,24.7,4,9.4,0.429,0.9,2.9,0.316,3.1,6.5,0.48,0.478,1.5,1.8,0.854,0.5,2.5,3,2.8,0.7,0.4,1.1,2.1,10.5
374,Davion Mitchell\mitchda01,PG,23,SAC,51,8,26.1,4.3,10.5,0.408,1.4,4.3,0.32,2.9,6.2,0.47,0.474,0.5,0.8,0.558,0.5,1.8,2.3,3.5,0.7,0.3,1.2,1.9,10.4
375,Donovan Mitchell\mitchdo01,SG,25,UTA,43,43,33.3,9.3,20.4,0.454,3.3,9.4,0.346,6,11,0.548,0.534,3.7,4.2,0.872,0.9,3.3,4.1,5.3,1.6,0.3,3,2.4,25.4
376,Evan Mobley\mobleev01,PF,20,CLE,47,47,34.2,6.1,12.2,0.498,0.4,1.4,0.277,5.7,10.8,0.527,0.514,2.4,3.6,0.667,1.9,6.3,8.2,2.6,0.7,1.7,1.9,2,14.9
377,Malik Monk\monkma01,SG,23,LAL,50,18,27.2,4.8,10.1,0.47,2.3,5.7,0.403,2.5,4.5,0.556,0.583,1.2,1.5,0.787,0.4,2.9,3.3,2.5,0.7,0.4,1.4,1.6,13
378,Greg Monroe\monrogr01,C,31,TOT,8,0,15.8,2.5,4.8,0.526,0,0,,2.5,4.8,0.526,0.526,0.4,0.9,0.429,2.3,3.1,5.4,1.8,0.5,0.8,1,1.8,5.4
378,Greg Monroe\monrogr01,C,31,MIN,3,0,21,3,4.7,0.643,0,0,,3,4.7,0.643,0.643,0.7,1.7,0.4,1.7,5.3,7,3.7,0.7,1.3,1.3,2.3,6.7
378,Greg Monroe\monrogr01,C,31,WAS,2,0,9,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,3.5,1.5,5,0.5,0.5,0.5,1,1,4
378,Greg Monroe\monrogr01,C,31,MIL,3,0,15,2.3,5.3,0.438,0,0,,2.3,5.3,0.438,0.438,0.3,0.7,0.5,2,2,4,0.7,0.3,0.3,0.7,1.7,5
379,Moses Moody\moodymo01,SG,19,GSW,32,4,9.6,1.2,3,0.389,0.6,1.8,0.316,0.6,1.2,0.5,0.484,0.4,0.5,0.824,0.2,1.2,1.4,0.3,0.1,0.2,0.2,0.7,3.3
380,Xavier Moon\moonxa01,SG,27,LAC,6,0,13.8,2.3,5.7,0.412,0.5,1.7,0.3,1.8,4,0.458,0.456,0.3,0.5,0.667,0.2,1.3,1.5,1.7,0.8,0.2,0.5,0.7,5.5
381,Matt Mooney\moonema01,SG,24,NYK,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0
382,Ja Morant\moranja01,PG,22,MEM,43,43,33.1,10,20.3,0.493,1.5,4.5,0.344,8.5,15.8,0.535,0.531,5,6.6,0.756,1.4,4.5,5.9,6.8,1.3,0.4,3.5,1.4,26.5
383,Juwan Morgan\morgaju01,PF,24,TOR,1,0,27,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,2,2,4,1,0,0,0,3,5
384,Jaylen Morris\morrija01,SG,26,SAS,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7
385,Marcus Morris\morrima03,PF,32,LAC,31,31,29.9,5.5,13.1,0.424,2.1,5.4,0.383,3.5,7.7,0.452,0.502,2.4,2.8,0.83,0.6,4.6,5.2,2.3,0.5,0.3,1.3,2.3,15.5
386,Markieff Morris\morrima02,PF,32,MIA,10,0,18.7,3.2,7,0.457,0.8,2.2,0.364,2.4,4.8,0.5,0.514,0.5,0.5,1,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
387,Monte Morris\morrimo01,PG,26,DEN,51,50,30,5.1,10.8,0.474,1.6,4.3,0.373,3.5,6.5,0.541,0.548,0.8,1,0.843,0.4,2.6,2.9,4.3,0.7,0.2,1,1.2,12.6
388,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,0,5.5,0,1,0,0,0,,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5
389,Mychal Mulder\muldemy01,PG,27,ORL,15,2,13,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7
390,Ade Murkey\murkead01,SG,24,SAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
391,Trey Murphy III\murphtr02,SF,21,NOP,40,0,12.9,1.3,3.7,0.338,0.9,2.7,0.336,0.4,1,0.341,0.459,0.6,0.7,0.857,0.7,1.5,2.2,0.5,0.3,0.2,0.3,0.9,4
392,Dejounte Murray\murrade01,PG,25,SAS,48,48,34.4,8.1,17.9,0.453,1.3,4.1,0.315,6.8,13.8,0.495,0.49,2,2.7,0.744,1.3,7,8.4,9.2,2,0.4,2.5,2.1,19.5
393,Mike Muscala\muscami01,C,30,OKC,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1,2,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3,0.5,0.4,0.6,0.3,1.3,8
394,Svi Mykhailiuk\mykhasv01,SF,24,TOR,41,5,15.8,2,5,0.407,0.9,2.8,0.31,1.2,2.2,0.527,0.493,0.7,0.8,0.844,0.5,1.6,2.1,1,0.6,0.1,0.7,1.1,5.6
395,Abdel Nader\naderab01,SF,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
396,Larry Nance Jr.\nancela02,PF,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2,1,0.4,0.7,1.8,6.9
397,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,7,0,6.3,0.7,1.6,0.455,0,0.1,0,0.7,1.4,0.5,0.455,0.1,0.3,0.5,0,0.3,0.3,1.4,0,0,0.3,0.3,1.6
398,Aaron Nesmith\nesmiaa01,SF,22,BOS,39,1,10.2,1.2,3.3,0.354,0.4,2.1,0.207,0.7,1.2,0.604,0.419,0.3,0.4,0.813,0.3,1.4,1.6,0.3,0.3,0.1,0.5,1.2,3.1
399,Raul Neto\netora01,PG,29,WAS,44,0,19.4,2.8,6.5,0.44,0.4,1.7,0.227,2.5,4.8,0.517,0.47,1.1,1.5,0.731,0.2,1.8,1.9,2.5,0.7,0,1.2,1.5,7.2
400,Malik Newman\newmama01,PG,24,CLE,1,0,8,3,5,0.6,0,1,0,3,4,0.75,0.6,2,2,1,0,1,1,1,0,0,1,0,8
401,Georges Niang\niangge01,PF,28,PHI,50,5,23.1,3.4,7.7,0.438,2,4.9,0.402,1.4,2.8,0.5,0.565,0.8,0.9,0.864,0.4,2.3,2.6,1.5,0.4,0.2,0.9,2.6,9.5
402,Daishen Nix\nixda01,SG,19,HOU,8,0,8.4,1.6,2.5,0.65,0.4,0.9,0.429,1.3,1.6,0.769,0.725,0.1,0.4,0.333,0.1,1.1,1.3,1.3,0.9,0,1.1,0.4,3.8
