Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
566,Hassan Whiteside\whiteha01,C,32,UTA,43,786,21.6,0.647,0,0.485,14.6,29,22.1,3.3,0.8,7,12.1,17.8,,2.2,1.5,3.6,0.222,,-0.1,1.1,1,0.6
567,Joe Wieskamp\wieskjo01,SG,22,SAS,14,88,13.3,0.615,0.667,0.259,2.3,6,4.2,6.1,1.1,1.9,3.2,15,,0.2,0,0.2,0.109,,1,-0.7,0.3,0.1
568,Aaron Wiggins\wiggiaa01,SG,23,OKC,31,680,11.6,0.585,0.451,0.269,4.3,12.2,8.2,7.5,1.7,0.8,12.1,14.2,,0.6,0.7,1.2,0.087,,-2.7,0.5,-2.3,0
569,Andrew Wiggins\wiggian01,SF,26,GSW,50,1580,16.5,0.583,0.392,0.233,3.6,10.7,7.3,10.8,1.5,2.1,9,23.4,,2,2.4,4.5,0.136,,1.2,0.3,1.5,1.4
570,Lindell Wigginton\wiggili01,PG,23,MIL,6,25,28.5,1.167,0.333,0,0,4.1,2.1,19.7,3.9,4,14.3,12,,0.1,0,0.2,0.335,,6.1,4.9,11,0.1
571,Brandon Williams\willibr03,PG,22,POR,2,12,26.6,0.658,0,2.333,0,18.8,9.1,26,0,0,0,22.1,,0.1,0,0.1,0.286,,5.1,-1,4.1,0
572,Grant Williams\willigr01,PF,23,BOS,51,1165,12,0.657,0.676,0.185,3.7,11.4,7.6,6.8,1.1,2.8,12.2,12,,1.8,1.6,3.4,0.139,,-0.7,1.2,0.5,0.7
573,Kenrich Williams\willike04,SF,27,OKC,46,995,13.1,0.52,0.381,0.147,7.1,13.7,10.4,15.8,2,0.9,12.6,15.9,,0.6,1.1,1.7,0.083,,-1.5,0.9,-0.6,0.4
574,Lou Williams\willilo02,PG,35,ATL,37,541,13.6,0.512,0.35,0.239,2.2,9.4,5.9,19.6,1.7,0.5,10.4,22.6,,0.4,0.2,0.6,0.052,,-1.2,-1.6,-2.8,-0.1
575,Patrick Williams\willipa01,PF,20,CHI,5,125,9.5,0.666,0.261,0.174,0.9,8.8,4.9,3.1,1.2,1.4,7.5,9.4,,0.2,0.1,0.2,0.087,,-2.4,0.4,-2,0
576,Robert Williams\williro04,C,24,BOS,45,1335,22,0.744,0.004,0.271,14,20.1,17.1,10.1,1.5,6.8,14.9,11.5,,4.3,2.8,7.1,0.255,,2.3,2.8,5,2.3
577,Ziaire Williams\willizi02,SF,20,MEM,36,775,8.5,0.533,0.579,0.092,1.5,7.6,4.5,5.6,1.2,0.8,7.4,14.4,,0.5,0.5,1,0.061,,-3.1,-1,-4.1,-0.4
578,D.J. Wilson\wilsodj01,PF,25,TOR,3,48,26.8,0.779,0.182,0.909,2.2,30.9,15.8,12.6,5.2,2,11.5,15.6,,0.2,0.1,0.3,0.318,,1.5,3.2,4.7,0.1
579,Dylan Windler\windldy01,SF,25,CLE,37,344,9.7,0.581,0.701,0.117,4.5,14.6,9.7,10,1.3,0.5,13.8,12,,0.3,0.5,0.8,0.111,,-2,1.3,-0.7,0.1
580,Justise Winslow\winslju01,SF,25,TOT,40,565,12.9,0.492,0.243,0.254,6.3,22.4,14.5,15.3,2.3,3.2,18.3,17.8,,-0.3,0.9,0.7,0.056,,-3.3,1.7,-1.6,0.1
580,Justise Winslow\winslju01,SF,25,LAC,37,479,12.6,0.49,0.206,0.291,6.7,22,14.5,15.8,2.1,3.2,18.9,17.9,,-0.3,0.8,0.6,0.058,,-3.3,1.8,-1.6,0
580,Justise Winslow\winslju01,SF,25,POR,3,86,14.3,0.502,0.429,0.071,3.7,24.9,14,12.4,3.4,3.4,14.8,17.2,,0,0.1,0.1,0.048,,-2.7,1.2,-1.6,0
581,Cassius Winston\winstca01,PG,23,WAS,2,7,2.7,0.347,1,1,0,0,0,34.8,0,0,25.8,24.6,,0,0,0,-0.185,,-4.8,-6,-10.8,0
582,Christian Wood\woodch01,C,26,HOU,51,1584,18.4,0.572,0.37,0.35,6.1,30.3,18.1,11.6,1.2,2.8,10.9,23.8,,1.8,1.3,3.2,0.096,,1.6,-0.9,0.7,1.1
583,Robert Woodard II\woodaro01,SF,22,SAC,12,42,2.2,0.207,0.25,0.125,12.7,15.5,14.1,9,1.1,2,5.6,18.2,,-0.1,0,-0.1,-0.143,,-6.5,-3.8,-10.4,-0.1
584,Delon Wright\wrighde01,SG,29,ATL,49,893,13.2,0.554,0.387,0.231,4,12,8,18.2,2.8,1,14.8,11,,1.2,0.7,1.9,0.103,,-0.3,1.7,1.4,0.8
585,McKinley Wright IV\wrighmc01,PG,23,MIN,3,9,14,0.833,0.667,0,0,0,0,17.7,0,0,25,18.5,,0,0,0,0.082,,0.5,-2.8,-2.3,0
586,Moses Wright\wrighmo01,PF,23,LAC,1,1,31.7,,,,0,0,0,100,0,0,,0,,0,0,0,0.439,,10.8,13.4,24.3,0
587,Thaddeus Young\youngth01,PF,33,SAS,26,370,19,0.574,0.039,0.172,11.2,15.1,13.1,22.9,3,1.6,17.9,19.2,,0.5,0.5,1,0.13,,0.7,1.6,2.3,0.4
588,Trae Young\youngtr01,PG,23,ATL,49,1692,25,0.591,0.377,0.328,2,10.3,6.2,46.5,1.4,0.3,15,35.2,,5.2,0.5,5.7,0.16,,6.6,-2.2,4.4,2.8
589,Omer Yurtseven\yurtsom01,C,23,MIA,39,558,18,0.547,0.036,0.259,13.6,33.5,23.6,11.9,1.3,3.5,13.7,19.8,,0.7,1.1,1.8,0.154,,-1.3,0.7,-0.7,0.2
590,Cody Zeller\zelleco01,C,29,POR,27,355,17.7,0.627,0.044,0.544,15.1,23.8,19.3,9.3,1.1,1.6,14.6,16,,0.9,0.2,1.2,0.16,,-0.9,-1,-1.9,0
591,Ivica Zubac\zubaciv01,C,24,LAC,50,1197,18.5,0.686,0,0.562,11.7,22.9,17.4,7.9,0.9,3.6,16.7,15.1,,2.9,1.8,4.7,0.189,,-0.1,0.9,0.7,0.8
