Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
230,Tyler Herro\herroty01,SG,22,MIA,45,1480,14.8,0.536,0.391,0.171,2.1,14.2,8.2,20.8,1,0.6,13,29,,0.4,1.5,1.9,0.061,,0.8,-1.3,-0.4,0.6
231,Buddy Hield\hieldbu01,SG,29,SAC,55,1574,12.3,0.54,0.714,0.133,2.9,12.2,7.5,9.9,1.5,0.8,10.9,22.3,,0.4,0.6,1,0.03,,0.5,-1.7,-1.2,0.3
232,Haywood Highsmith\highsha01,SF,25,MIA,4,42,10.9,0.75,0.875,0,5.4,8,6.7,0,0,2.6,0,8.4,,0.1,0,0.1,0.139,,0,-0.9,-0.8,0
233,George Hill\hillge01,SG,35,MIL,41,1044,11,0.564,0.5,0.214,3.6,9.6,6.7,12.9,1.5,0.6,12,12,,1.3,0.9,2.2,0.103,,-1.7,0.5,-1.2,0.2
234,Malcolm Hill\hillma01,SF-SG,26,TOT,14,176,14.1,0.663,0.674,0.279,6.3,10.6,8.5,3.1,1.7,1.5,4,12.6,,0.4,0.1,0.6,0.152,,-0.4,-0.7,-1.2,0
234,Malcolm Hill\hillma01,SG,26,ATL,3,46,19.3,0.871,0.625,0.5,4.8,9.4,7.1,2.9,4.3,2,0,9.3,,0.2,0.1,0.2,0.253,,0.3,3.5,3.9,0.1
234,Malcolm Hill\hillma01,SF,26,CHI,11,130,12.3,0.61,0.686,0.229,6.9,11,9,3.1,0.8,1.3,4.9,13.7,,0.2,0.1,0.3,0.116,,-0.7,-2.2,-2.9,0
235,Solomon Hill\hillso01,PF,30,ATL,13,139,3.4,0.2,0.65,0,4.8,13.2,9,10.4,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.009,,-5,1,-4,-0.1
236,Nate Hinton\hintona01,SG,22,IND,2,2,-45.8,0,0,0,0,0,0,0,0,0,50,43.2,,-0.1,0,-0.1,-1.238,,-28,-14.3,-42.4,0
237,Jaylen Hoard\hoardja01,SF,22,OKC,1,2,6,0,0,0,50.1,52,51,0,0,0,0,21.7,,0,0,0,-0.203,,-3.5,-9.4,-12.9,0
238,Aaron Holiday\holidaa01,PG,25,WAS,41,663,11.7,0.547,0.313,0.164,1.5,9.3,5.5,17.5,1.8,1.1,14.5,18,,0.2,0.5,0.7,0.047,,-2.3,0.2,-2.2,0
239,Jrue Holiday\holidjr01,PG,31,MIL,43,1408,20,0.586,0.319,0.163,3.1,11.7,7.5,32.4,2.2,1.7,14.9,23.5,,2.9,1.7,4.6,0.157,,2.9,0.4,3.3,1.9
240,Justin Holiday\holidju01,SF-SG,32,TOT,50,1446,10.4,0.561,0.729,0.092,1.4,9.1,5.2,9.3,1.3,1.1,10,16.2,,1,0.6,1.6,0.052,,-0.9,-0.9,-1.7,0.1
240,Justin Holiday\holidju01,SF,32,IND,49,1416,10.7,0.568,0.734,0.09,1.4,9.2,5.3,9.1,1.3,1.1,9.3,16,,1.2,0.6,1.8,0.06,,-0.6,-0.8,-1.5,0.2
240,Justin Holiday\holidju01,SG,32,SAC,1,30,-2.6,0.253,0.545,0.182,3.6,3.6,3.6,17.2,3.2,2.8,29.6,24,,-0.2,0,-0.2,-0.305,,-12.1,-2.8,-15,-0.1
241,Richaun Holmes\holmeri01,C,28,SAC,38,963,19.4,0.709,0.018,0.313,9.4,23.5,16.4,7.4,0.8,3.3,13.9,15.9,,2.6,0.7,3.3,0.165,,0.6,-0.1,0.5,0.6
242,Rodney Hood\hoodro01,SF,29,MIL,39,581,6.9,0.47,0.611,0.107,2.4,9.6,6.1,6.7,1,0.7,4.9,10.7,,0.2,0.4,0.6,0.049,,-3.2,-0.3,-3.5,-0.2
243,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.2,0.5,0.25,0,0,5.8,2.8,8.4,0,0,33.3,14.4,,0,0,0,-0.122,,-8.6,-2.9,-11.6,0
244,Al Horford\horfoal01,C,35,BOS,47,1335,16.1,0.536,0.462,0.184,6.1,21.8,14,17.7,1,4.2,9.8,16.1,,2.1,2.4,4.5,0.161,,0.9,2.4,3.3,1.8
245,Talen Horton-Tucker\hortota01,SG,21,LAL,40,1028,9.9,0.494,0.339,0.211,2.4,10.8,6.7,14.5,1.7,1.7,13.7,18.6,,-0.4,0.9,0.5,0.025,,-3.8,-0.3,-4.2,-0.6
246,Danuel House Jr.\houseda01,SF,28,TOT,24,371,10.4,0.525,0.518,0.289,2.4,15.5,9,11.6,1.3,1.9,14.6,17.3,,0,0.2,0.3,0.034,,-2,-0.6,-2.6,-0.1
246,Danuel House Jr.\houseda01,SF,28,HOU,16,233,7.1,0.467,0.459,0.257,1.9,18.5,10.1,11.7,1,2,17.9,18.2,,-0.3,0.1,-0.2,-0.046,,-4.6,-1,-5.6,-0.2
246,Danuel House Jr.\houseda01,SF,28,NYK,1,3,-13.5,0,1,0,0,0,0,0,0,0,0,14.7,,0,0,0,-0.353,,-12.3,-8.1,-20.4,0
246,Danuel House Jr.\houseda01,SF,28,UTA,7,135,16.8,0.642,0.615,0.359,3.4,10.8,7.3,11.5,1.8,1.9,8.1,15.8,,0.4,0.1,0.5,0.182,,2.7,0.3,2.9,0.2
247,Dwight Howard\howardw01,C,36,LAL,41,594,18.3,0.657,0.073,0.685,14.3,25.5,19.9,5.1,2.3,3.8,17,14.1,,1.3,1,2.3,0.183,,-0.7,0.7,0,0.3
248,Markus Howard\howarma02,SG,22,DEN,22,134,15.2,0.568,0.726,0.192,0,4.9,2.5,6.9,2.6,0,7,28.2,,0.1,0.1,0.2,0.076,,0.9,-1.5,-0.6,0
249,Kevin Huerter\huertke01,SG,23,ATL,47,1367,11.7,0.571,0.513,0.076,1.6,10.2,6,13.9,1,0.9,11.7,17.3,,1.2,0.3,1.5,0.054,,-0.6,-1.1,-1.7,0.1
250,Jay Huff\huffja01,C,23,LAL,4,20,0.6,0,0.667,0,5.4,15.8,10.6,5.9,2.4,4.5,25,8.6,,-0.1,0,0,-0.111,,-8.2,0.9,-7.3,0
251,Elijah Hughes\hugheel01,SF,23,UTA,14,112,10.7,0.576,0.778,0.083,2,14,8.3,7.5,1.8,0.8,15.8,17.2,,0,0.1,0.2,0.065,,-1.1,-0.5,-1.6,0
252,De'Andre Hunter\huntede01,SF,24,ATL,26,747,10.6,0.551,0.332,0.281,1.5,11.4,6.5,6.4,1.1,1.2,11,20.3,,0.1,0.2,0.4,0.023,,-2.2,-1.4,-3.7,-0.3
253,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1.1,0.694,0,1,0,23.5,12.1,10.8,0,0,58.1,13.5,,-0.1,0,0,-0.083,,-7.8,-0.7,-8.5,0
254,Bones Hyland\hylanbo01,PG,21,DEN,42,742,11.1,0.509,0.613,0.162,1.1,15.6,8.5,16.1,1.3,1.6,12.1,24.2,,-0.3,0.7,0.4,0.028,,-1.9,-1,-3,-0.2
255,Serge Ibaka\ibakase01,C,32,LAC,35,538,15.1,0.567,0.323,0.151,8,20.9,14.6,10.4,0.6,4.1,13.9,19.3,,0.4,0.7,1.1,0.099,,-1.1,0.1,-1.1,0.1
256,Andre Iguodala\iguodan01,SF,38,GSW,26,518,13.1,0.491,0.598,0.157,4.1,13.5,9,25.2,2.1,3.9,17.4,11.1,,0.6,1,1.6,0.147,,-0.2,3.7,3.5,0.7
257,Joe Ingles\inglejo01,SF,34,UTA,45,1122,10.2,0.551,0.789,0.077,1.2,11.1,6.4,18.9,1,0.4,13.5,13.2,,1.4,0.9,2.2,0.095,,-0.5,0.3,-0.1,0.5
258,Brandon Ingram\ingrabr01,SF,24,NOP,40,1379,18.8,0.545,0.245,0.308,2.2,16.6,9.2,28.2,1,1.3,11.1,29.6,,1.8,0.9,2.7,0.095,,2.9,-0.8,2,1.4
259,Kyrie Irving\irvinky01,PG,29,BRK,12,427,18.5,0.55,0.333,0.152,2.1,12,7.2,24.7,1.5,1.4,10.3,28.5,,0.5,0.3,0.8,0.092,,2.2,-2.1,0.1,0.2
260,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.3,0.557,0.278,0.222,4,13.2,8.7,0,0.6,0,4.8,11.1,,0.1,0,0.1,0.044,,-3.8,-2.8,-6.6,-0.1
261,Frank Jackson\jacksfr01,PG,23,DET,41,931,11.3,0.548,0.591,0.188,1.5,6.6,3.9,7,1,0.9,7.1,20.6,,0.5,0.2,0.7,0.037,,-1,-1.7,-2.7,-0.2
262,Isaiah Jackson\jacksis01,PF,20,IND,19,181,22.2,0.58,0.092,0.408,13.9,19.1,16.5,6.3,2.2,7.2,10,23.8,,0.4,0.3,0.6,0.169,,-0.6,0,-0.6,0.1
263,Jaren Jackson Jr.\jacksja02,PF,22,MEM,55,1536,17.8,0.539,0.393,0.321,5.5,17.2,11.3,5.6,1.8,7.3,9.8,25.7,,1.5,2.5,4,0.124,,-0.3,0.5,0.2,0.9
264,Josh Jackson\jacksjo02,SF,24,DET,39,707,10.2,0.501,0.45,0.223,2.4,17.1,9.4,11.1,1.4,2.3,12.1,19,,-0.4,0.6,0.2,0.013,,-3.4,-0.4,-3.8,-0.3
265,Justin Jackson\jacksju01,SF,26,TOT,7,37,8,0.472,0.6,0.133,2.9,16.8,10,7.2,0,0,5.9,19.7,,0,0,0,0.039,,-2.1,-1.3,-3.4,0
265,Justin Jackson\jacksju01,SF,26,BOS,1,2,23.6,0.532,0,2,0,0,0,0,0,0,0,41.3,,0,0,0,0.264,,2,-4.6,-2.6,0
265,Justin Jackson\jacksju01,SF,26,PHO,6,35,7.1,0.464,0.643,0,3.1,17.8,10.6,7.6,0,0,6.7,18.5,,0,0,0,0.026,,-2.3,-1.1,-3.5,0
266,Reggie Jackson\jacksre01,SG,31,LAC,52,1586,12.2,0.496,0.455,0.128,1.7,9.6,5.7,21.8,1.2,0.3,11.6,27,,-0.9,1.2,0.4,0.011,,-1.2,-1.6,-2.8,-0.3
267,LeBron James\jamesle01,SF,37,LAL,39,1430,27,0.62,0.373,0.268,3.2,19,11.2,32.1,2.1,2.5,11.9,31.2,,4.2,1.9,6.1,0.204,,6.9,1.4,8.3,3.7
268,DeJon Jarreau\jarrede01,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.015,,-6.3,-1.5,-7.8,0
269,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.6,0.5,0.5,0,0,23.9,11.7,14.3,0,0,0,9.2,,0,0,0,0.096,,-5.6,0.6,-5,0
270,Ty Jerome\jeromty01,SG,24,OKC,45,745,12.1,0.496,0.565,0.136,2.4,7.5,4.9,21.5,1.8,0.6,9.4,21,,0.2,0.6,0.8,0.055,,-1.8,-0.2,-2,0
271,Isaiah Joe\joeis01,SG,22,PHI,38,491,7.8,0.52,0.768,0.152,1.1,8.9,5.1,7.9,1,0.4,8.1,14.7,,0.1,0.3,0.4,0.041,,-2.7,-1.5,-4.2,-0.3
272,Alize Johnson\johnsal02,PF,25,TOT,19,139,9.8,0.492,0.138,0.276,16.9,21.2,19.1,7.5,1.1,0,25.3,13.8,,0,0.1,0.1,0.038,,-3.7,-1.7,-5.4,-0.1
272,Alize Johnson\johnsal02,PF,25,CHI,16,121,10.4,0.537,0.087,0.304,14.8,18.2,16.5,8.6,1.2,0,23.5,12.4,,0.1,0.1,0.2,0.07,,-3.1,-0.8,-3.8,-0.1
272,Alize Johnson\johnsal02,PF,25,WAS,3,18,5.9,0.311,0.333,0.167,30.8,41.3,36.2,0,0,0,31.8,23.3,,-0.1,0,-0.1,-0.176,,-7.6,-8.2,-15.8,-0.1
273,B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.4,0.52,0.4,0,9.8,14.8,12.3,0,0,1.4,0,16.7,,0.1,0,0.1,0.065,,-0.4,-4.1,-4.5,0
274,Cameron Johnson\johnsca02,PF,25,PHO,51,1327,14.9,0.62,0.649,0.16,2.5,14.4,8.6,6.5,1.6,0.8,6,16.9,,2.5,1.9,4.3,0.157,,1.8,0.7,2.5,1.5
275,David Johnson\johnsda08,SG,20,TOR,2,2,-20.1,0,1,0,0,0,0,0,0,0,0,21.4,,0,0,0,-0.506,,-18.7,-8.9,-27.6,0
276,Jalen Johnson\johnsja05,PF,20,ATL,13,58,10.3,0.578,0.368,0.316,0,27.9,14.1,2.5,0,0,12.2,18.6,,0,0,0,0.019,,-2.6,-2,-4.5,0
277,James Johnson\johnsja01,PF,34,BRK,39,735,10.7,0.513,0.235,0.148,5.7,14.1,10,13.8,1.3,1.8,11.8,13.9,,0.4,0.6,1,0.066,,-2.4,-0.2,-2.6,-0.1
278,Joe Johnson\johnsjo02,SG,40,BOS,1,2,39.7,1,0,0,0,0,0,0,0,0,0,22,,0,0,0,0.341,,12.2,2.6,14.8,0
279,Keldon Johnson\johnske04,SF,22,SAS,51,1588,14.1,0.565,0.354,0.216,3.4,17.2,10.2,8.1,1.1,0.4,8.7,20.3,,1.5,1.2,2.8,0.083,,0,-1.3,-1.3,0.3
280,Keon Johnson\johnske07,SG,19,LAC,15,135,9.6,0.44,0.216,0.412,4.8,11.3,8.1,13.9,2.5,1.3,10.4,21.8,,-0.1,0.2,0.1,0.021,,-5.9,0.1,-5.8,-0.1
281,Stanley Johnson\johnsst04,PF,25,LAL,22,492,10.5,0.58,0.442,0.274,3.3,12.4,7.9,7.7,1.7,1.8,9.3,12.2,,0.5,0.5,1,0.096,,-3.3,0.2,-3,-0.1
282,Tyler Johnson\johnsty01,PG,29,TOT,6,91,7.3,0.425,0.65,0,3.5,10.6,7.1,9.5,1.6,2.8,9.1,10.6,,0,0.1,0.1,0.035,,-3.7,0.7,-3,0
282,Tyler Johnson\johnsty01,PG,29,PHI,3,38,9.7,0.55,0.7,0,3,14.4,8.8,7.4,1.3,2.4,9.1,13.1,,0,0,0.1,0.075,,-2.3,0.3,-2,0
282,Tyler Johnson\johnsty01,PG,29,SAS,3,53,5.6,0.3,0.6,0,3.9,8,5.9,11,1.8,3.1,9.1,8.8,,0,0,0,0.006,,-4.7,1,-3.8,0
283,Nikola Jokić\jokicni01,C,26,DEN,48,1580,33.1,0.662,0.244,0.324,9.2,36.5,23.2,43.5,2.1,2,15.7,31.2,,7.3,2.9,10.1,0.308,,9.6,4.8,14.4,6.5
284,Carlik Jones\jonesca03,PG,24,TOT,5,23,-1.6,0.202,0.111,0.222,4.7,9.6,7.1,26.8,2.2,0,23.3,25,,-0.2,0,-0.1,-0.281,,-11.1,-4.1,-15.2,-0.1
284,Carlik Jones\jonesca03,PG,24,DAL,3,19,-3.9,0.127,0.143,0.286,5.7,11.6,8.6,32.4,2.6,0,27.6,25.6,,-0.2,0,-0.1,-0.334,,-12.9,-4.2,-17.1,-0.1
284,Carlik Jones\jonesca03,PG,24,DEN,2,4,9.3,0.5,0,0,0,0,0,0,0,0,0,22.2,,0,0,0,-0.027,,-2.7,-3.8,-6.5,0
285,Damian Jones\jonesda03,C,26,SAC,37,564,17.3,0.685,0.099,0.468,9.8,18,13.9,10.9,0.9,3.5,17.9,15.7,,1.3,0.4,1.7,0.141,,-0.5,-0.2,-0.7,0.2
286,Derrick Jones Jr.\jonesde02,PF,24,CHI,31,533,15.6,0.689,0.303,0.377,7.8,13.9,10.8,4.1,1.4,3.7,10.1,13.1,,1.3,0.5,1.8,0.166,,-0.1,0.9,0.7,0.4
287,Herbert Jones\joneshe01,PF,23,NOP,51,1520,13,0.584,0.259,0.259,4.6,10,7.2,10.2,2.5,2.8,12.2,13.5,,1.8,1.5,3.3,0.103,,-1.6,1.3,-0.4,0.6
288,Jemerrio Jones\jonesje01,SF,26,LAL,2,15,15,0.667,0,0,14.3,7,10.6,0,3.2,0,0,8.6,,0,0,0.1,0.179,,-1,0,-1.1,0
289,Kai Jones\joneska01,C,21,CHO,16,46,6.7,0.651,0.222,0.444,4.4,14.2,9.2,11.8,0,0,31.7,14.5,,0,0,0,-0.024,,-5.6,-3,-8.6,-0.1
290,Mason Jones\jonesma05,SG,23,LAL,2,9,-2.3,0.282,0.25,0.25,11.9,11.7,11.8,0,5.3,0,10.1,47.2,,-0.1,0,-0.1,-0.444,,-13.3,-4.5,-17.8,0
291,Tre Jones\jonestr01,PG,22,SAS,43,575,14.3,0.554,0.112,0.224,3.1,11.4,7.2,23.5,1.5,0,11.4,15.5,,1,0.4,1.4,0.113,,-1.3,0,-1.3,0.1
292,Tyus Jones\jonesty01,PG,25,MEM,49,1011,16.7,0.552,0.363,0.118,1.3,12.1,6.6,27.1,2.1,0.2,8.9,16,,2.2,1,3.2,0.153,,1,0.5,1.5,0.9
293,DeAndre Jordan\jordade01,C,33,LAL,31,399,17.8,0.657,0,0.284,13.2,31.6,22.5,4.6,1.2,5.7,16.8,12.8,,0.7,0.7,1.4,0.167,,-1.4,0.8,-0.5,0.2
294,Cory Joseph\josepco01,PG,30,DET,43,1031,12.4,0.589,0.38,0.292,1.8,9.6,5.5,24.4,1.4,1,17.1,15.3,,1.2,0.5,1.6,0.076,,-1.5,-0.5,-1.9,0
295,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,48,6,0.535,0.364,0.818,9,8.6,8.8,0,1,2.1,21.1,17,,0,0,0,-0.002,,-5.8,-2.2,-7.9,-0.1
296,Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.8,0.635,0.227,0.303,6.6,17.2,12,10.4,2.1,3.4,6.3,19,,0.6,0.3,0.9,0.238,,2.5,2.3,4.8,0.3
297,Luke Kennard\kennalu01,SG,25,LAC,46,1294,13,0.6,0.667,0.119,0.9,12.1,6.6,11.6,1.1,0.3,7.6,16.5,,1.8,1.1,2.9,0.109,,0.6,0,0.6,0.9
298,Braxton Key\keybr01,SF,24,PHI,2,6,9.4,0.5,0.5,0,18.8,18.2,18.5,25.5,8.3,0,50,30.1,,0,0,0,-0.163,,-9.4,3.2,-6.1,0
299,George King\kingge03,SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0,29,14.4,0,0,0,14.5,16.2,,-0.1,0,-0.1,-0.292,,-16.4,-3.4,-19.8,-0.1
300,Louis King\kinglo02,SF,22,SAC,10,104,8.5,0.438,0.574,0.213,0,12.5,6.2,12.4,0.9,0.8,0,21.1,,0,0,0,0.007,,-2.8,-1.9,-4.7,-0.1
301,Corey Kispert\kispeco01,SF,22,WAS,48,890,10.9,0.558,0.568,0.164,3.7,10.4,7.1,6.6,0.8,1.1,7.3,14.4,,0.8,0.4,1.2,0.066,,-0.9,-1.3,-2.1,0
302,Maxi Kleber\klebima01,PF,30,DAL,38,952,12.2,0.582,0.74,0.152,4.9,21,12.9,6.4,1,3.6,10.2,12.9,,1,1.5,2.5,0.125,,-0.5,1.3,0.8,0.7
303,Brandon Knight\knighbr03,PG,30,DAL,3,54,17.2,0.638,0.65,0.4,0,14.3,7.1,23,0.9,0,14.5,22.8,,0.1,0.1,0.2,0.17,,-0.4,-0.9,-1.2,0
304,Nathan Knight\knighna01,PF,24,MIN,28,194,16.8,0.58,0.143,0.804,11.6,21,16.1,10.2,1,3.6,13.7,18.9,,0.4,0.2,0.6,0.152,,-1.6,-0.1,-1.7,0
305,Kevin Knox\knoxke01,SF,22,TOT,19,153,9.5,0.488,0.691,0.182,5.5,14.9,10.2,5.7,1,0.6,10.5,19.1,,0,0.1,0.1,0.017,,-1.5,-2.1,-3.7,-0.1
305,Kevin Knox\knoxke01,SF,22,NYK,13,111,12,0.529,0.7,0.25,7.6,13.7,10.6,4.2,0.9,0.9,10.1,19.6,,0.1,0.1,0.1,0.063,,0.6,-2.2,-1.6,0
305,Kevin Knox\knoxke01,SF,22,ATL,6,42,3,0.367,0.667,0,0,18,9.1,9.7,1.2,0,11.8,17.7,,-0.1,0,-0.1,-0.105,,-7.2,-2,-9.2,-0.1
306,John Konchar\konchjo01,SG,25,MEM,48,884,13.7,0.614,0.483,0.192,6.7,19,12.7,10,1.9,1.3,10.1,9.7,,1.6,1.1,2.7,0.147,,0.2,1.1,1.4,0.8
307,Furkan Korkmaz\korkmfu01,SG,24,PHI,47,1130,11.2,0.505,0.558,0.176,1.4,12.2,6.9,14.3,1.3,0.5,8.4,18.2,,0.3,0.9,1.2,0.052,,-1.7,-1,-2.7,-0.2
308,Luke Kornet\kornelu01,C,26,TOT,3,18,6.6,0.273,0.167,0.5,18.4,5.8,11.9,7.3,0,4.9,0,17.8,,0,0,0,-0.005,,-7.8,-4.5,-12.3,0
308,Luke Kornet\kornelu01,C,26,CLE,2,15,8.9,0.316,0.2,0.6,14.9,7,10.8,8.8,0,5.9,0,18.5,,0,0,0,0.024,,-6.6,-3.3,-9.8,0
308,Luke Kornet\kornelu01,C,26,MIL,1,3,-5.1,0,0,0,35.9,0,17.5,0,0,0,0,14.3,,0,0,0,-0.153,,-14.2,-10.5,-24.7,0
309,Vit Krejci\krejcvi01,SG,21,OKC,3,9,-0.9,0.347,1,1,0,34.6,17,0,0,0,25.8,18.7,,0,0,0,-0.166,,-11.9,-1.9,-13.8,0
310,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.019,,-5.2,-5.3,-10.5,0
311,Jonathan Kuminga\kuminjo01,SF,19,GSW,43,569,13.9,0.569,0.336,0.421,5.2,16,10.8,7.8,1.3,1.2,12,24.2,,0.3,0.9,1.2,0.103,,-2.4,-0.6,-3,-0.1
312,Kyle Kuzma\kuzmaky01,PF,26,WAS,50,1646,15.3,0.55,0.415,0.24,3.8,24.3,14.3,13.3,1,2.2,13.2,22.7,,0.4,1.7,2.1,0.062,,0.3,-0.2,0.1,0.9
313,Anthony Lamb\lamban01,SF,24,SAS,2,8,-0.4,0,1,0,0,13.2,6.5,27.9,0,0,0,10.6,,0,0,0,-0.139,,-6,-1.9,-7.9,0
314,Jeremy Lamb\lambje01,SF-SG,29,TOT,40,644,14,0.526,0.523,0.347,2.5,14.7,8.6,12.5,1.8,2.1,8.3,20.1,,0.7,0.5,1.2,0.087,,0.1,-0.2,-0.1,0.3
314,Jeremy Lamb\lambje01,SF,29,IND,39,613,13.9,0.524,0.513,0.351,2.7,14.3,8.5,12,1.9,2,8.4,20.2,,0.6,0.5,1.1,0.084,,0,-0.2,-0.2,0.3
314,Jeremy Lamb\lambje01,SG,29,SAC,1,31,17.6,0.568,0.727,0.273,0,21,10.4,22.6,0,5.5,7.5,18.3,,0.1,0,0.1,0.14,,2,0.3,2.3,0
315,Jock Landale\landajo01,C,26,SAS,34,343,17.2,0.61,0.444,0.197,11.7,11.7,11.7,12.4,1,2.9,14.8,18.4,,0.7,0.3,0.9,0.132,,1.2,-0.7,0.5,0.2
316,Romeo Langford\langfro01,SG,22,BOS,44,728,9.5,0.52,0.451,0.185,4.5,10.7,7.6,3.7,1.4,2,7.4,13,,0.3,1,1.3,0.085,,-2.3,0.8,-1.5,0.1
317,Zach LaVine\lavinza01,SF,26,CHI,46,1587,20.9,0.61,0.396,0.269,0.9,14.7,7.9,21,0.9,0.9,11.8,29.5,,3.3,1,4.3,0.13,,4.3,-1.4,2.9,2
318,Jake Layman\laymaja01,SF,27,MIN,23,169,6.8,0.438,0.531,0.163,2.4,13,7.5,5.6,1.7,2.3,11.8,14.7,,-0.2,0.2,0,-0.005,,-4.9,-0.5,-5.4,-0.1
319,Damion Lee\leeda03,SG,29,GSW,44,902,11.2,0.571,0.5,0.165,2.1,13.8,8.2,6.4,1.6,0.4,8.7,16.1,,0.7,1.4,2,0.109,,-2.1,0.4,-1.7,0.1
320,Saben Lee\leesa01,PG,22,DET,27,403,13.6,0.49,0.364,0.355,2.5,15.9,8.8,24.3,3,2.3,15.2,17.5,,0,0.5,0.5,0.058,,-1.8,2,0.3,0.2
321,Alex Len\lenal01,C,28,SAC,33,557,13.4,0.573,0.123,0.361,9.2,20.4,14.7,10.6,1,3.8,18.6,16.9,,0.4,0.4,0.8,0.069,,-2.9,0.1,-2.8,-0.1
322,Caris LeVert\leverca01,SG,27,TOT,40,1242,16.8,0.529,0.303,0.234,2.6,10.8,6.7,23.3,1.4,1.3,9.7,26.9,,1.3,0.7,2,0.077,,1.2,-1.3,-0.1,0.6
322,Caris LeVert\leverca01,SG,27,IND,39,1214,17,0.53,0.304,0.235,2.7,11,6.8,23.6,1.4,1.3,9.9,27.1,,1.3,0.6,2,0.077,,1.3,-1.4,-0.1,0.6
322,Caris LeVert\leverca01,SG,27,CLE,1,28,9.4,0.463,0.273,0.182,0,3.7,1.9,10.5,1.8,0,0,18.7,,0,0,0,0.074,,-3.5,2.2,-1.4,0
323,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,341,10,0.466,0.397,0.082,2.8,9.9,6.3,22.9,1.6,0.3,14.7,22.5,,-0.3,0.2,-0.1,-0.019,,-2.6,-1.4,-4,-0.2
324,Scottie Lewis\lewissc01,SG,21,CHO,2,7,14.8,0.568,,,0,0,0,16.4,6.8,0,0,5.3,,0,0,0,0.162,,0.2,5.8,6.1,0
325,Damian Lillard\lillada01,PG,31,POR,29,1056,19.2,0.55,0.514,0.328,1.3,11.4,6.2,33.5,0.8,1,11.6,29.5,,2,0.2,2.2,0.1,,4.2,-2.8,1.4,0.9
326,Nassir Little\littlna01,SF,21,POR,42,1088,13.9,0.575,0.489,0.298,5.7,18.4,11.9,7.3,1.1,3.2,10.1,15.9,,1.4,0.7,2,0.09,,-0.6,-0.6,-1.2,0.2
327,Isaiah Livers\liveris01,SF,23,DET,1,5,-10.9,0,1,0,0,0,0,0,9.7,18.2,33.3,25.7,,-0.1,0,-0.1,-0.521,,-21,4,-17.1,0
328,Kevon Looney\looneke01,C,25,GSW,55,1169,15.8,0.577,0.004,0.345,14.7,23.7,19.4,10.9,1.4,3.4,15.1,13,,2.2,2.4,4.6,0.189,,-1.3,1.5,0.2,0.6
329,Brook Lopez\lopezbr01,C,33,MIL,1,28,11.8,0.444,0.444,0,7.7,11,9.4,0,1.7,10.6,0,13.8,,0,0,0.1,0.09,,-3.3,0.7,-2.6,0
330,Robin Lopez\lopezro01,C,33,ORL,25,444,16.2,0.59,0.032,0.215,12.9,9.6,11.3,16.6,0.1,2.9,15.6,20,,0.7,0.2,0.8,0.088,,-0.7,-1.5,-2.2,0
331,Didi Louzada\louzama01,SF,22,NOP,2,7,-1.1,0,1,0,30.7,0,15.7,17.8,0,0,0,18.5,,0,0,0,-0.249,,-4,-8.6,-12.5,0
332,Kevin Love\loveke01,PF,33,CLE,47,1047,21.6,0.595,0.596,0.302,6,29.7,18.2,15.8,0.8,0.9,9.7,26.5,,2.5,1.9,4.5,0.205,,5.7,0.7,6.3,2.2
333,Kyle Lowry\lowryky01,PG,35,MIA,42,1420,14.4,0.562,0.593,0.26,2,12.5,7.3,34.7,1.6,1.1,20.6,19.1,,2,1.7,3.6,0.123,,0.6,0.5,1.1,1.1
334,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,34,443,8.8,0.542,0.694,0.161,2,9.3,5.7,7.9,1.3,0.8,8.9,14.4,,0.3,0.1,0.4,0.045,,-2.4,-1.2,-3.6,-0.2
335,Trey Lyles\lylestr01,PF,26,DET,51,990,17.1,0.576,0.38,0.458,6.2,21.2,13.3,9.9,1.1,2.4,10.5,22.3,,1.4,0.8,2.2,0.108,,0.6,-0.6,-0.1,0.5
336,Théo Maledon\maledth01,PG,20,OKC,28,387,6,0.444,0.514,0.308,2.3,9.9,6.1,11.7,1.4,0.7,15.9,16.2,,-0.5,0.3,-0.2,-0.019,,-6.2,-0.3,-6.5,-0.4
337,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,30,295,12.6,0.55,0.476,0.146,9.5,10.5,10,7.5,1.1,2,10.3,14.2,,0.4,0.3,0.7,0.107,,-0.2,-0.7,-0.9,0.1
